"","course","reqs","subj_area_cd","crs_catlg_no","rqs_seq_num","left_paren_3","left_paren_2","left_paren_1","rqs_subj_area_cd","rqs_crs_catlg_no","right_paren_1","right_paren_2","right_paren_3","lgc_conn_cd"
"218","AFRICAN 1C","AFRICAN 1B","AFRICAN","1C","10",NA,NA,NA,"AFRICAN","1B",NA,NA,NA,NA
"219","AFRICAN 2A","AFRICAN 1C","AFRICAN","2A","10",NA,NA,NA,"AFRICAN","1C",NA,NA,NA,NA
"220","AFRICAN 2B","AFRICAN 2A","AFRICAN","2B","10",NA,NA,NA,"AFRICAN","2A",NA,NA,NA,NA
"221","AFRICAN 2C","AFRICAN 2B","AFRICAN","2C","10",NA,NA,NA,"AFRICAN","2B",NA,NA,NA,NA
"222","AFRICAN 4","AFRICAN 1A","AFRICAN","4","10",NA,NA,NA,"AFRICAN","1A",NA,NA,NA,"AND"
"223","AFRICAN 4","AFRICAN 1B","AFRICAN","4","20",NA,NA,NA,"AFRICAN","1B",NA,NA,NA,NA
"224","AFRICAN 7B","AFRICAN 7A","AFRICAN","7B","10",NA,NA,NA,"AFRICAN","7A",NA,NA,NA,NA
"225","AFRICAN 7C","AFRICAN 7B","AFRICAN","7C","10",NA,NA,NA,"AFRICAN","7B",NA,NA,NA,NA
"226","AFRICAN 8A","AFRICAN 7C","AFRICAN","8A","10",NA,NA,NA,"AFRICAN","7C",NA,NA,NA,NA
"227","AFRICAN 8B","AFRICAN 8A","AFRICAN","8B","10",NA,NA,NA,"AFRICAN","8A",NA,NA,NA,NA
"228","AFRICAN 8C","AFRICAN 8B","AFRICAN","8C","10",NA,NA,NA,"AFRICAN","8B",NA,NA,NA,NA
"229","AFRICAN 11B","AFRICAN 11A","AFRICAN","11B","10",NA,NA,NA,"AFRICAN","11A",NA,NA,NA,NA
"230","AFRICAN 11C","AFRICAN 11B","AFRICAN","11C","10",NA,NA,NA,"AFRICAN","11B",NA,NA,NA,NA
"231","AFRICAN 12A","AFRICAN 11C","AFRICAN","12A","10",NA,NA,NA,"AFRICAN","11C",NA,NA,NA,NA
"232","AFRICAN 12B","AFRICAN 12A","AFRICAN","12B","10",NA,NA,NA,"AFRICAN","12A",NA,NA,NA,NA
"233","AFRICAN 12C","AFRICAN 12B","AFRICAN","12C","10",NA,NA,NA,"AFRICAN","12B",NA,NA,NA,NA
"234","AFRICAN 16","AFRICAN 1C","AFRICAN","16","10",NA,NA,NA,"AFRICAN","1C",NA,NA,NA,"OR"
"235","AFRICAN 16","AFRICAN 15","AFRICAN","16","20",NA,NA,NA,"AFRICAN","15",NA,NA,NA,NA
"236","AFRICAN 18","AFRICAN 7C","AFRICAN","18","10",NA,NA,NA,"AFRICAN","7C",NA,NA,NA,"OR"
"237","AFRICAN 18","AFRICAN 17","AFRICAN","18","20",NA,NA,NA,"AFRICAN","17",NA,NA,NA,NA
"238","AFRICAN 26","AFRICAN 11C","AFRICAN","26","10",NA,NA,NA,"AFRICAN","11C",NA,NA,NA,"OR"
"239","AFRICAN 26","AFRICAN 25","AFRICAN","26","20",NA,NA,NA,"AFRICAN","25",NA,NA,NA,NA
"240","AFRICAN 31B","AFRICAN 31A","AFRICAN","31B","10",NA,NA,NA,"AFRICAN","31A",NA,NA,NA,NA
"241","AFRICAN 31C","AFRICAN 31B","AFRICAN","31C","10",NA,NA,NA,"AFRICAN","31B",NA,NA,NA,NA
"242","AFRICAN 32A","AFRICAN 31C","AFRICAN","32A","10",NA,NA,NA,"AFRICAN","31C",NA,NA,NA,NA
"243","AFRICAN 32B","AFRICAN 32A","AFRICAN","32B","10",NA,NA,NA,"AFRICAN","32A",NA,NA,NA,NA
"244","AFRICAN 32C","AFRICAN 32B","AFRICAN","32C","10",NA,NA,NA,"AFRICAN","32B",NA,NA,NA,NA
"245","AFRICAN 36","AFRICAN 31C","AFRICAN","36","10",NA,NA,NA,"AFRICAN","31C",NA,NA,NA,"OR"
"246","AFRICAN 36","AFRICAN 35","AFRICAN","36","20",NA,NA,NA,"AFRICAN","35",NA,NA,NA,NA
"247","AFRICAN 41B","AFRICAN 41A","AFRICAN","41B","10",NA,NA,NA,"AFRICAN","41A",NA,NA,NA,NA
"248","AFRICAN 41C","AFRICAN 41B","AFRICAN","41C","10",NA,NA,NA,"AFRICAN","41B",NA,NA,NA,NA
"249","AFRICAN 42A","AFRICAN 41C","AFRICAN","42A","10",NA,NA,NA,"AFRICAN","41C",NA,NA,NA,NA
"250","AFRICAN 42B","AFRICAN 42A","AFRICAN","42B","10",NA,NA,NA,"AFRICAN","42A",NA,NA,NA,NA
"251","AFRICAN 42C","AFRICAN 42B","AFRICAN","42C","10",NA,NA,NA,"AFRICAN","42B",NA,NA,NA,NA
"252","AFRICAN 46","AFRICAN 41C","AFRICAN","46","10",NA,NA,NA,"AFRICAN","41C",NA,NA,NA,"OR"
"253","AFRICAN 46","AFRICAN 45","AFRICAN","46","20",NA,NA,NA,"AFRICAN","45",NA,NA,NA,NA
"254","AFRICAN 51B","AFRICAN 51A","AFRICAN","51B","10",NA,NA,NA,"AFRICAN","51A",NA,NA,NA,NA
"255","AFRICAN 51C","AFRICAN 51B","AFRICAN","51C","10",NA,NA,NA,"AFRICAN","51B",NA,NA,NA,NA
"256","AFRICAN 52A","AFRICAN 51C","AFRICAN","52A","10",NA,NA,NA,"AFRICAN","51C",NA,NA,NA,NA
"257","AFRICAN 52B","AFRICAN 52A","AFRICAN","52B","10",NA,NA,NA,"AFRICAN","52A",NA,NA,NA,NA
"258","AFRICAN 52C","AFRICAN 52B","AFRICAN","52C","10",NA,NA,NA,"AFRICAN","52B",NA,NA,NA,NA
"259","AFRICAN 61B","AFRICAN 61A","AFRICAN","61B","10",NA,NA,NA,"AFRICAN","61A",NA,NA,NA,NA
"260","AFRICAN 61C","AFRICAN 61B","AFRICAN","61C","10",NA,NA,NA,"AFRICAN","61B",NA,NA,NA,NA
"261","AFRICAN 62A","AFRICAN 61C","AFRICAN","62A","10",NA,NA,NA,"AFRICAN","61C",NA,NA,NA,NA
"262","AFRICAN 62B","AFRICAN 62A","AFRICAN","62B","10",NA,NA,NA,"AFRICAN","62A",NA,NA,NA,NA
"263","AFRICAN 62C","AFRICAN 62B","AFRICAN","62C","10",NA,NA,NA,"AFRICAN","62B",NA,NA,NA,NA
"264","AFRICAN 103A","AFRICAN 2C","AFRICAN","103A","10",NA,NA,NA,"AFRICAN","2C",NA,NA,NA,NA
"265","AFRICAN 103B","AFRICAN 103A","AFRICAN","103B","10",NA,NA,NA,"AFRICAN","103A",NA,NA,NA,NA
"266","AFRICAN 103C","AFRICAN 103B","AFRICAN","103C","10",NA,NA,NA,"AFRICAN","103B",NA,NA,NA,NA
"267","AFRICAN 109A","AFRICAN 8C","AFRICAN","109A","10",NA,NA,NA,"AFRICAN","8C",NA,NA,NA,NA
"268","AFRICAN 109B","AFRICAN 109A","AFRICAN","109B","10",NA,NA,NA,"AFRICAN","109A",NA,NA,NA,NA
"269","AFRICAN 109C","AFRICAN 109B","AFRICAN","109C","10",NA,NA,NA,"AFRICAN","109B",NA,NA,NA,NA
"270","AFRICAN 123A","AFRICAN 12C","AFRICAN","123A","10",NA,NA,NA,"AFRICAN","12C",NA,NA,NA,NA
"271","AFRICAN 123B","AFRICAN 123A","AFRICAN","123B","10",NA,NA,NA,"AFRICAN","123A",NA,NA,NA,NA
"272","AFRICAN 123C","AFRICAN 123B","AFRICAN","123C","10",NA,NA,NA,"AFRICAN","123B",NA,NA,NA,NA
"273","AFRICAN 133A","AFRICAN 32C","AFRICAN","133A","10",NA,NA,NA,"AFRICAN","32C",NA,NA,NA,NA
"274","AFRICAN 133B","AFRICAN 133A","AFRICAN","133B","10",NA,NA,NA,"AFRICAN","133A",NA,NA,NA,NA
"275","AFRICAN 133C","AFRICAN 133B","AFRICAN","133C","10",NA,NA,NA,"AFRICAN","133B",NA,NA,NA,NA
"276","AFRICAN 143A","AFRICAN 42C","AFRICAN","143A","10",NA,NA,NA,"AFRICAN","42C",NA,NA,NA,NA
"277","AFRICAN 143B","AFRICAN 143A","AFRICAN","143B","10",NA,NA,NA,"AFRICAN","143A",NA,NA,NA,NA
"278","AFRICAN 143C","AFRICAN 143B","AFRICAN","143C","10",NA,NA,NA,"AFRICAN","143B",NA,NA,NA,NA
"279","AFRICAN 153A","AFRICAN 52C","AFRICAN","153A","10",NA,NA,NA,"AFRICAN","52C",NA,NA,NA,NA
"280","AFRICAN 153B","AFRICAN 153A","AFRICAN","153B","10",NA,NA,NA,"AFRICAN","153A",NA,NA,NA,NA
"281","AFRICAN 153C","AFRICAN 153B","AFRICAN","153C","10",NA,NA,NA,"AFRICAN","153B",NA,NA,NA,NA
"282","AFRICAN M187","LING 20","AFRICAN","187  M","10",NA,NA,NA,"LING","20",NA,NA,NA,NA
"283","AFRICAN M190","LING 20","AFRICAN","190  M","10",NA,NA,NA,"LING","20",NA,NA,NA,NA
"284","AFRKAAN 40","ENGCOMP 3","AFRKAAN","40","10",NA,NA,NA,"ENGCOMP","3",NA,NA,NA,"OR"
"285","AFRKAAN 40","ESL 36","AFRKAAN","40","20",NA,NA,NA,"ESL","36",NA,NA,NA,"OR"
"286","AFRKAAN 105B","AFRKAAN 105A","AFRKAAN","105B","10",NA,NA,NA,"AFRKAAN","105A",NA,NA,NA,NA
"287","AFRKAAN 135","AFRKAAN 105B","AFRKAAN","135","10",NA,NA,NA,"AFRKAAN","105B",NA,NA,NA,NA
"288","AFRO-AM M104A","ENGCOMP 3","AFRO-AM","104A M","10",NA,NA,NA,"ENGCOMP","3",NA,NA,NA,"OR"
"289","AFRO-AM M104A","ESL 36","AFRO-AM","104A M","20",NA,NA,NA,"ESL","36",NA,NA,NA,"OR"
"290","AFRO-AM M104B","ENGCOMP 3","AFRO-AM","104B M","10",NA,NA,NA,"ENGCOMP","3",NA,NA,NA,"OR"
"291","AFRO-AM M104B","ESL 36","AFRO-AM","104B M","20",NA,NA,NA,"ESL","36",NA,NA,NA,"OR"
"292","AFRO-AM M104C","ENGCOMP 3","AFRO-AM","104C M","10",NA,NA,NA,"ENGCOMP","3",NA,NA,NA,"OR"
"293","AFRO-AM M104C","ESL 36","AFRO-AM","104C M","20",NA,NA,NA,"ESL","36",NA,NA,NA,"OR"
"294","AFRO-AM M104D","ENGCOMP 3","AFRO-AM","104D M","10",NA,NA,NA,"ENGCOMP","3",NA,NA,NA,"OR"
"295","AFRO-AM M104D","ESL 36","AFRO-AM","104D M","20",NA,NA,NA,"ESL","36",NA,NA,NA,"OR"
"296","AFRO-AM M104E","ENGCOMP 3","AFRO-AM","104E M","10",NA,NA,NA,"ENGCOMP","3",NA,NA,NA,"OR"
"297","AFRO-AM M104E","ESL 36","AFRO-AM","104E M","20",NA,NA,NA,"ESL","36",NA,NA,NA,"OR"
"298","AFRO-AM M144","POL SCI 40","AFRO-AM","144  M","10",NA,NA,NA,"POL SCI","40",NA,NA,NA,NA
"299","AFRO-AM M167B","AFRO-AM M167A","AFRO-AM","167B M","10",NA,NA,NA,"AFRO-AM","167A M",NA,NA,NA,NA
"300","AFRO-AM M179A","ENGCOMP 3","AFRO-AM","179A M","10",NA,NA,NA,"ENGCOMP","3",NA,NA,NA,"OR"
"301","AFRO-AM M179A","ESL 36","AFRO-AM","179A M","20",NA,NA,NA,"ESL","36",NA,NA,NA,"OR"
"302","AFRO-AM M194A","AFRO-AM M182A","AFRO-AM","194A M","10",NA,NA,NA,"AFRO-AM","182A M",NA,NA,NA,"OR"
"303","AFRO-AM M194A","AFRO-AM M182B","AFRO-AM","194A M","20",NA,NA,NA,"AFRO-AM","182B M",NA,NA,NA,NA
"304","AFRO-AM M194B","EDUC M182B","AFRO-AM","194B M","10",NA,NA,NA,"EDUC","182B M",NA,NA,NA,"OR"
"305","AFRO-AM M194B","EDUC M183B","AFRO-AM","194B M","20",NA,NA,NA,"EDUC","183B M",NA,NA,NA,NA
"306","AFRO-AM M194C","AFRO-AM M182C","AFRO-AM","194C M","10",NA,NA,NA,"AFRO-AM","182C M",NA,NA,NA,"OR"
"307","AFRO-AM M194C","AFRO-AM M183C","AFRO-AM","194C M","20",NA,NA,NA,"AFRO-AM","183C M",NA,NA,NA,NA
"308","AFRO-AM M197A","ENGCOMP 3","AFRO-AM","197A M","10",NA,NA,NA,"ENGCOMP","3",NA,NA,NA,"OR"
"309","AFRO-AM M197A","ENGCOMP 3","AFRO-AM","197A M","20",NA,NA,NA,"ENGCOMP","3",NA,NA,NA,NA
"310","AM IND C122SL","AM IND C121","AM IND","122SLC","10",NA,NA,NA,"AM IND","121  C",NA,NA,NA,NA
"311","AM IND M161","AM IND M10","AM IND","161  M","10",NA,NA,NA,"AM IND","10  M",NA,NA,NA,"OR"
"312","AM IND M161","SOCIOL 1","AM IND","161  M","20",NA,NA,NA,"SOCIOL","1",NA,NA,NA,NA
"313","AM IND M162","AM IND M10","AM IND","162  M","25",NA,NA,NA,"AM IND","10  M",NA,NA,NA,"AND"
"314","AM IND M162","ANTHRO 4","AM IND","162  M","50",NA,NA,NA,"ANTHRO","4",NA,NA,NA,NA
"315","AM IND 195","AM IND M10","AM IND","195","10",NA,NA,NA,"AM IND","10  M",NA,NA,NA,NA
"316","AM IND 198B","AM IND 198A","AM IND","198B","10",NA,NA,NA,"AM IND","198A",NA,NA,NA,NA
"317","AM IND 198C","AM IND 198B","AM IND","198C","10",NA,NA,NA,"AM IND","198B",NA,NA,NA,NA
"318","AN N EA 10W","ENGCOMP 3","AN N EA","10W","10",NA,NA,NA,"ENGCOMP","3",NA,NA,NA,"OR"
"319","AN N EA 12W","ENGCOMP 3","AN N EA","12W","48",NA,NA,NA,"ENGCOMP","3",NA,NA,NA,"OR"
"320","AN N EA 14W","ENGCOMP 3","AN N EA","14W","48",NA,NA,NA,"ENGCOMP","3",NA,NA,NA,"OR"
"321","AN N EA 15W","ENGCOMP 3","AN N EA","15W","25",NA,NA,NA,"ENGCOMP","3",NA,NA,NA,"OR"
"322","AN N EA 98T","ENGCOMP 2","AN N EA","98T","10",NA,NA,NA,"ENGCOMP","2",NA,NA,NA,"OR"
"323","AN N EA 98T","ENGCOMP 2I","AN N EA","98T","35",NA,NA,NA,"ENGCOMP","2I",NA,NA,NA,"OR"
"324","AN N EA 120B","AN N EA 120A","AN N EA","120B","10",NA,NA,NA,"AN N EA","120A",NA,NA,NA,NA
"325","AN N EA 120C","AN N EA 120B","AN N EA","120C","10",NA,NA,NA,"AN N EA","120B",NA,NA,NA,NA
"326","AN N EA 121A","AN N EA 120C","AN N EA","121A","10",NA,NA,NA,"AN N EA","120C",NA,NA,NA,NA
"327","AN N EA 121B","AN N EA 121A","AN N EA","121B","10",NA,NA,NA,"AN N EA","121A",NA,NA,NA,NA
"328","AN N EA 121C","AN N EA 121B","AN N EA","121C","10",NA,NA,NA,"AN N EA","121B",NA,NA,NA,NA
"329","AN N EA 123B","AN N EA 123A","AN N EA","123B","10",NA,NA,NA,"AN N EA","123A",NA,NA,NA,NA
"330","AN N EA C123B","AN N EA C123A","AN N EA","123B C","10",NA,NA,NA,"AN N EA","123A C",NA,NA,NA,NA
"331","AN N EA 124","AN N EA 121C","AN N EA","124","10",NA,NA,NA,"AN N EA","121C",NA,NA,NA,NA
"332","AN N EA M125B","AN N EA 125A","AN N EA","125B M","10",NA,NA,NA,"AN N EA","125A",NA,NA,NA,NA
"333","AN N EA M125C","AN N EA M125B","AN N EA","125C M","10",NA,NA,NA,"AN N EA","125B M",NA,NA,NA,NA
"334","AN N EA 140A","SEMITIC 140A","AN N EA","140A","10",NA,NA,NA,"SEMITIC","140A",NA,NA,NA,"AND"
"335","AN N EA 140A","SEMITIC 140B","AN N EA","140A","20",NA,NA,NA,"SEMITIC","140B",NA,NA,NA,NA
"336","AN N EA 140B","SEMITIC 140A","AN N EA","140B","10",NA,NA,NA,"SEMITIC","140A",NA,NA,NA,"AND"
"337","AN N EA 140B","SEMITIC 140B","AN N EA","140B","20",NA,NA,NA,"SEMITIC","140B",NA,NA,NA,NA
"338","AN N EA 140C","SEMITIC 140A","AN N EA","140C","10",NA,NA,NA,"SEMITIC","140A",NA,NA,NA,"AND"
"339","AN N EA 140C","SEMITIC 140B","AN N EA","140C","20",NA,NA,NA,"SEMITIC","140B",NA,NA,NA,NA
"340","AN N EA 145","AN N EA 140A","AN N EA","145","10",NA,NA,NA,"AN N EA","140A",NA,NA,NA,"AND"
"341","AN N EA 145","AN N EA 140B","AN N EA","145","20",NA,NA,NA,"AN N EA","140B",NA,NA,NA,NA
"342","AN N EA 150B","AN N EA M103A","AN N EA","150B","10",NA,NA,NA,"AN N EA","103A M",NA,NA,NA,"AND"
"343","AN N EA 150B","AN N EA M103B","AN N EA","150B","35",NA,NA,NA,"AN N EA","103B M",NA,NA,NA,NA
"344","AN N EA 160","ANTHRO 8","AN N EA","160","10",NA,NA,NA,"ANTHRO","8",NA,NA,NA,NA
"345","AN N EA 164A","AN N EA M105","AN N EA","164A","10",NA,NA,NA,"AN N EA","105  M",NA,NA,NA,"AND"
"346","AN N EA 164A","AN N EA 161A","AN N EA","164A","20",NA,NA,NA,"AN N EA","161A",NA,NA,NA,"AND"
"347","AN N EA 164A","AN N EA 161B","AN N EA","164A","30",NA,NA,NA,"AN N EA","161B",NA,NA,NA,"AND"
"348","AN N EA 164A","AN N EA 161C","AN N EA","164A","40",NA,NA,NA,"AN N EA","161C",NA,NA,NA,NA
"349","AN N EA 164B","AN N EA M105","AN N EA","164B","10",NA,NA,NA,"AN N EA","105  M",NA,NA,NA,"AND"
"350","AN N EA 164B","AN N EA 161A","AN N EA","164B","20",NA,NA,NA,"AN N EA","161A",NA,NA,NA,"AND"
"351","AN N EA 164B","AN N EA 161B","AN N EA","164B","30",NA,NA,NA,"AN N EA","161B",NA,NA,NA,"AND"
"352","AN N EA 164B","AN N EA 161C","AN N EA","164B","40",NA,NA,NA,"AN N EA","161C",NA,NA,NA,NA
"353","AN N EA 164C","AN N EA M105","AN N EA","164C","10",NA,NA,NA,"AN N EA","105  M",NA,NA,NA,"AND"
"354","AN N EA 164C","AN N EA 161A","AN N EA","164C","20",NA,NA,NA,"AN N EA","161A",NA,NA,NA,"AND"
"355","AN N EA 164C","AN N EA 161B","AN N EA","164C","30",NA,NA,NA,"AN N EA","161B",NA,NA,NA,"AND"
"356","AN N EA 164C","AN N EA 161C","AN N EA","164C","40",NA,NA,NA,"AN N EA","161C",NA,NA,NA,NA
"357","AN N EA 165","AN N EA M103A","AN N EA","165","10",NA,NA,NA,"AN N EA","103A M",NA,NA,NA,"OR"
"358","AN N EA 165","AN N EA M103B","AN N EA","165","20",NA,NA,NA,"AN N EA","103B M",NA,NA,NA,"OR"
"359","AN N EA 165","AN N EA 130","AN N EA","165","30",NA,NA,NA,"AN N EA","130",NA,NA,NA,"OR"
"360","AN N EA 165","NR EAST 50A","AN N EA","165","40",NA,NA,NA,"NR EAST","50A",NA,NA,NA,NA
"361","AN N EA C165","AN N EA M103A","AN N EA","165  C","10",NA,NA,NA,"AN N EA","103A M",NA,NA,NA,"OR"
"362","AN N EA C165","AN N EA M103B","AN N EA","165  C","20",NA,NA,NA,"AN N EA","103B M",NA,NA,NA,"OR"
"363","AN N EA C165","AN N EA 130","AN N EA","165  C","30",NA,NA,NA,"AN N EA","130",NA,NA,NA,"OR"
"364","AN N EA C165","NR EAST 50A","AN N EA","165  C","40",NA,NA,NA,"NR EAST","50A",NA,NA,NA,NA
"365","AN N EA M167","CLASSIC 10","AN N EA","167  M","10",NA,NA,NA,"CLASSIC","10",NA,NA,NA,"OR"
"366","AN N EA M167","CLASSIC 20","AN N EA","167  M","20",NA,NA,NA,"CLASSIC","20",NA,NA,NA,NA
"367","ANTHRO 60P","ANTHRO 60","ANTHRO","60P","10",NA,NA,NA,"ANTHRO","60",NA,NA,NA,NA
"368","ANTHRO M67W","ENGCOMP 3","ANTHRO","67W M","10",NA,NA,NA,"ENGCOMP","3",NA,NA,NA,"OR"
"369","ANTHRO 110","ANTHRO 2","ANTHRO","110","10",NA,NA,NA,"ANTHRO","2",NA,NA,NA,NA
"370","ANTHRO 110P","ANTHRO 8","ANTHRO","110P","10",NA,NA,NA,"ANTHRO","8",NA,NA,NA,NA
"371","ANTHRO 111","ANTHRO 2","ANTHRO","111","10",NA,NA,NA,"ANTHRO","2",NA,NA,NA,NA
"372","ANTHRO 112","ANTHRO 8","ANTHRO","112","10",NA,NA,NA,"ANTHRO","8",NA,NA,NA,NA
"373","ANTHRO 112Q","ANTHRO 2","ANTHRO","112Q","10",NA,NA,NA,"ANTHRO","2",NA,NA,NA,NA
"374","ANTHRO 112R","ANTHRO 2","ANTHRO","112R","10",NA,NA,NA,"ANTHRO","2",NA,NA,NA,"OR"
"375","ANTHRO 112R","ANTHRO 3","ANTHRO","112R","20",NA,NA,NA,"ANTHRO","3",NA,NA,NA,NA
"376","ANTHRO 112S","ANTHRO 2","ANTHRO","112S","10",NA,NA,NA,"ANTHRO","2",NA,NA,NA,NA
"377","ANTHRO 113Q","ANTHRO 8","ANTHRO","113Q","10",NA,NA,NA,"ANTHRO","8",NA,NA,NA,"OR"
"378","ANTHRO 113Q","ANTHRO 9","ANTHRO","113Q","20",NA,NA,NA,"ANTHRO","9",NA,NA,NA,NA
"379","ANTHRO 114L","ANTHRO 8","ANTHRO","114L","10",NA,NA,NA,"ANTHRO","8",NA,NA,NA,NA
"380","ANTHRO 114Q","ANTHRO 2","ANTHRO","114Q","10",NA,NA,NA,"ANTHRO","2",NA,NA,NA,"OR"
"381","ANTHRO 114Q","ANTHRO 3","ANTHRO","114Q","20",NA,NA,NA,"ANTHRO","3",NA,NA,NA,NA
"382","ANTHRO 114R","ANTHRO 8","ANTHRO","114R","10",NA,NA,NA,"ANTHRO","8",NA,NA,NA,"OR"
"383","ANTHRO 114R","ANTHRO 9","ANTHRO","114R","20",NA,NA,NA,"ANTHRO","9",NA,NA,NA,NA
"384","ANTHRO 114T","ANTHRO 114R","ANTHRO","114T","10",NA,NA,NA,"ANTHRO","114R",NA,NA,NA,NA
"385","ANTHRO 115P","ANTHRO 8","ANTHRO","115P","10",NA,NA,NA,"ANTHRO","8",NA,NA,NA,NA
"386","ANTHRO 115Q","ANTHRO 8","ANTHRO","115Q","10",NA,NA,NA,"ANTHRO","8",NA,NA,NA,NA
"387","ANTHRO 116P","ANTHRO 8","ANTHRO","116P","10",NA,NA,NA,"ANTHRO","8",NA,NA,NA,"OR"
"388","ANTHRO 116P","ANTHRO 8","ANTHRO","116P","20",NA,NA,NA,"ANTHRO","8",NA,NA,NA,NA
"389","ANTHRO 117","ANTHRO 8","ANTHRO","117","10",NA,NA,NA,"ANTHRO","8",NA,NA,NA,NA
"390","ANTHRO 117P","ANTHRO 2","ANTHRO","117P","10",NA,NA,NA,"ANTHRO","2",NA,NA,NA,NA
"391","ANTHRO 117Q","ANTHRO 8","ANTHRO","117Q","10",NA,NA,NA,"ANTHRO","8",NA,NA,NA,NA
"392","ANTHRO 118B","ANTHRO 118A","ANTHRO","118B","10",NA,NA,NA,"ANTHRO","118A",NA,NA,NA,NA
"393","ANTHRO 119P","ANTHRO 8","ANTHRO","119P","10",NA,NA,NA,"ANTHRO","8",NA,NA,NA,"OR"
"394","ANTHRO 119P","ANTHRO 9","ANTHRO","119P","20",NA,NA,NA,"ANTHRO","9",NA,NA,NA,NA
"395","ANTHRO 120","ANTHRO 1","ANTHRO","120","10",NA,NA,NA,"ANTHRO","1",NA,NA,NA,NA
"396","ANTHRO 120G","ANTHRO 7","ANTHRO","120G","10",NA,NA,NA,"ANTHRO","7",NA,NA,NA,NA
"397","ANTHRO 121A","ANTHRO 7","ANTHRO","121A","10",NA,NA,NA,"ANTHRO","7",NA,NA,NA,"OR"
"398","ANTHRO 121A","ANTHRO 12","ANTHRO","121A","20",NA,NA,NA,"ANTHRO","12",NA,NA,NA,NA
"399","ANTHRO 121B","ANTHRO 7","ANTHRO","121B","10",NA,NA,NA,"ANTHRO","7",NA,NA,NA,"OR"
"400","ANTHRO 121B","ANTHRO 12","ANTHRO","121B","20",NA,NA,NA,"ANTHRO","12",NA,NA,NA,NA
"401","ANTHRO 121C","ANTHRO 7","ANTHRO","121C","10",NA,NA,NA,"ANTHRO","7",NA,NA,NA,NA
"402","ANTHRO 121Q","ANTHRO 12","ANTHRO","121Q","10",NA,NA,NA,"ANTHRO","12",NA,NA,NA,NA
"403","ANTHRO 124","ANTHRO 7","ANTHRO","124","10",NA,NA,NA,"ANTHRO","7",NA,NA,NA,"OR"
"404","ANTHRO 124","LIFESCI 1","ANTHRO","124","20",NA,NA,NA,"LIFESCI","1",NA,NA,NA,NA
"405","ANTHRO 124P","ANTHRO 7","ANTHRO","124P","10",NA,NA,NA,"ANTHRO","7",NA,NA,NA,NA
"406","ANTHRO 124S","ANTHRO 1","ANTHRO","124S","10",NA,NA,NA,"ANTHRO","1",NA,NA,NA,NA
"407","ANTHRO 125A","ANTHRO 7","ANTHRO","125A","10",NA,NA,NA,"ANTHRO","7",NA,NA,NA,"OR"
"408","ANTHRO 125A","LIFESCI 1","ANTHRO","125A","20",NA,NA,NA,"LIFESCI","1",NA,NA,NA,"OR"
"409","ANTHRO 125A","EE BIOL 13","ANTHRO","125A","30",NA,NA,NA,"EE BIOL","13",NA,NA,NA,"OR"
"410","ANTHRO 125A","EE BIOL 120","ANTHRO","125A","40",NA,NA,NA,"EE BIOL","120",NA,NA,NA,NA
"411","ANTHRO M125A","ANTHRO 7","ANTHRO","125A M","10",NA,NA,NA,"ANTHRO","7",NA,NA,NA,"OR"
"412","ANTHRO M125A","LIFESCI 1","ANTHRO","125A M","20",NA,NA,NA,"LIFESCI","1",NA,NA,NA,"OR"
"413","ANTHRO M125A","EE BIOL 13","ANTHRO","125A M","30",NA,NA,NA,"EE BIOL","13",NA,NA,NA,"OR"
"414","ANTHRO M125A","EE BIOL 120","ANTHRO","125A M","40",NA,NA,NA,"EE BIOL","120",NA,NA,NA,NA
"415","ANTHRO 126Q","ANTHRO 1","ANTHRO","126Q","10",NA,NA,NA,"ANTHRO","1",NA,NA,NA,NA
"416","ANTHRO 128B","ANTHRO 128A","ANTHRO","128B","10",NA,NA,NA,"ANTHRO","128A",NA,NA,NA,NA
"417","ANTHRO 128P","ANTHRO 7","ANTHRO","128P","10",NA,NA,NA,"ANTHRO","7",NA,NA,NA,"OR"
"418","ANTHRO 128P","ANTHRO 12","ANTHRO","128P","20",NA,NA,NA,"ANTHRO","12",NA,NA,NA,NA
"419","ANTHRO 129Q","ANTHRO 129P","ANTHRO","129Q","10",NA,NA,NA,"ANTHRO","129P",NA,NA,NA,NA
"420","ANTHRO 130","ANTHRO 3","ANTHRO","130","10",NA,NA,NA,"ANTHRO","3",NA,NA,NA,NA
"421","ANTHRO 131","ANTHRO 3","ANTHRO","131","10",NA,NA,NA,"ANTHRO","3",NA,NA,NA,NA
"422","ANTHRO 135A","ANTHRO 9","ANTHRO","135A","10",NA,NA,NA,"ANTHRO","9",NA,NA,NA,NA
"423","ANTHRO 135C","ANTHRO 9","ANTHRO","135C","10",NA,NA,NA,"ANTHRO","9",NA,NA,NA,NA
"424","ANTHRO 135S","ANTHRO 9","ANTHRO","135S","10",NA,NA,NA,"ANTHRO","9",NA,NA,NA,NA
"425","ANTHRO 136A","ANTHRO 3","ANTHRO","136A","10",NA,NA,NA,"ANTHRO","3",NA,NA,NA,NA
"426","ANTHRO 137P","ANTHRO 3","ANTHRO","137P","10",NA,NA,NA,"ANTHRO","3",NA,NA,NA,NA
"427","ANTHRO 140","ANTHRO 3","ANTHRO","140","10",NA,NA,NA,"ANTHRO","3",NA,NA,NA,NA
